Time,VDD_CPU_GPU_CV,VDD_SOC
3.0560000141122146e-05,1.75,1.426
0.995714463999775,1.302,1.426
1.9970580479998716,1.019,1.388
2.9944369599998026,0.896,1.388
3.9960164159997476,0.896,1.388
4.997195808000015,0.896,1.388
5.998070015999929,0.896,1.388
6.999541119999776,0.896,1.388
8.000361408000117,0.896,1.388
9.00184623999985,0.896,1.388
10.011205599999812,1.141,1.388
11.012423967999894,2.275,1.424
12.016763199999787,2.596,1.506
13.008975455999916,1.913,1.426
14.007919551999748,1.506,1.386
15.011958080000113,1.424,1.386
16.020765855999798,2.153,1.424
17.02486470399981,2.678,1.465
18.014277471999776,1.991,1.424
19.013278720000017,1.506,1.386
20.01542297600008,1.343,1.386
21.01634108799999,1.383,1.386
22.029920991999916,3.002,1.422
23.04194732799988,3.083,1.503
24.70093385600012,3.043,1.463
25.042573503999847,3.205,1.463
26.035961567999948,3.002,1.503
27.022421568000027,2.88,1.463
28.02327539199996,1.506,1.426
29.02146073599988,1.424,1.386
30.024025728000197,1.343,1.386
31.0333197760001,1.261,1.426
32.02769388800016,3.114,2.633
33.033878304000154,3.311,2.79
34.03058988800012,3.271,2.79
35.03262607999977,3.149,2.71
36.03440547199989,3.069,2.633
37.03362726400019,2.912,2.511
38.03390710399981,2.831,2.43
39.03506726400019,3.19,2.71
40.035158495999895,3.271,2.79
41.03667788799976,3.271,2.79
42.040451744000165,3.23,2.79
43.04013424000004,3.149,2.71
44.04036764800003,3.028,2.633
45.04182233599977,2.912,2.511
46.04295401599984,2.79,2.39
47.041969536000124,3.149,2.629
48.04468054400013,3.271,2.831
49.04589708799995,3.271,2.831
50.04712015999985,3.23,2.79
51.048256735999985,3.109,2.669
52.045864575999985,1.465,1.668
53.04590380799982,0.937,1.388
54.047824608000155,0.937,1.388
55.046839199999795,0.896,1.388
56.04847164800003,0.896,1.388
57.04890214399984,0.896,1.388
58.050391520000176,0.896,1.388
59.05093631999989,0.896,1.388
60.05242166400012,0.896,1.388
61.05310966399975,0.896,1.388
62.05404275199999,0.896,1.388
